shopping_mall_id,shopping_mall
6323,"the shops at columbus circle"
6324,"robinsons galleria"
6325,"fifth avenue"
6326,"south coast plaza"
6327,"siam paragon"
6328,"fifth avenue"
6329,"tokyo midtown"
6330,"king of prussia mall"
6331,"robinsons place manila"
6332,"robinsons galleria"
6333,"zorlu center"
6334,"mall of the emirates"
6335,"mall of the emirates"
6336,"chadstone shopping centre"
6337,"mall of america"
6338,"central world"
6339,"centro santa fe"
6340,"westfield world trade center"
6341,"lotte world mall"
6342,"king of prussia mall"
6343,"dubai mall"
6344,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
6345,"tokyo midtown"
6346,"tokyo midtown"
6347,"westfield london"
6348,"galleria mall"
6349,"dubai mall"
6350,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
6351,"forum istanbul"
6352,"galeries lafayette"
6353,"kuala lumpur city centre (klcc)"
6354,"centro coyoacÃƒÂ¡n"
6355,"dubai mall"
6356,"korsh mall"
6357,"la rinascente"
6358,"robinsons place manila"
6359,"korsh mall"
6360,"king of prussia mall"
6361,"mall of the emirates"
6362,"westfield parramatta"
6363,"pavilion kuala lumpur"
6364,"westfield world trade center"
6365,"pavilion kuala lumpur"
6366,"pavilion kuala lumpur"
6367,"king of prussia mall"
6368,"marina bay sands shopping mall"
6369,"kuala lumpur city centre (klcc)"
6370,"westfield world trade center"
6371,"the dubai mall"
6372,"the outlets at orange"
6373,"central world"
6374,kanyon
6375,"the mall at millenia"
6376,"the outlets at orange"
6377,"faisalabad mall"
6378,"oasis mall"
6379,"korsh mall"
6380,"marina bay sands shopping mall"
6381,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
6382,"moscow mall"
6383,"moscow mall"
6384,"westfield parramatta"
6385,"centro santa fe"
6386,"chadstone shopping centre"
6387,"lotte world mall"
6388,"lotte world mall"
6389,takashimaya
6390,"mall of america"
6391,"westfield london"
6392,vivocity
6393,"la rinascente"
6394,"kuala lumpur city centre (klcc)"
6395,kanyon
6396,"galleria vittorio emanuele ii"
6397,"chadstone shopping centre"
6398,"south coast plaza"
6399,"galleria mall"
6400,"marina bay sands shopping mall"
6401,"the grove"
6402,"mall of the emirates"
6403,"moscow mall"
6404,"the mall at millenia"
6405,kanyon
6406,"mitsui outlet park"
6407,"aventura mall"
6408,"the mall at millenia"
6409,"lujiazui shopping mall"
6410,vivocity
6411,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
6412,"centro santa fe"
6413,"faisalabad mall"
6414,"oasis mall"
6415,"centro coyoacÃƒÂ¡n"
6416,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
6417,"sm mall of asia"
6418,"sm seaside city cebu"
6419,"nanjing deji plaza"
6420,"central embassy"
6421,"prada store tokyo"
6422,"galleria vittorio emanuele ii"
6423,"fifth avenue"
6424,"the outlets at orange"
6425,"mall of america"
6426,"marina bay sands shopping mall"
6427,"the grove"
6428,"westfield parramatta"
6429,"dubai mall"
6430,"galeries lafayette"
6431,"sm seaside city cebu"
6432,"centro coyoacÃƒÂ¡n"
6433,"westfield parramatta"
6434,"tokyo midtown"
6435,"the dubai mall"
6436,"king abdulaziz center"
6437,"king abdulaziz center"
6438,"central embassy"
6439,"mall of the emirates"
6440,"galleria vittorio emanuele ii"
6441,"central embassy"
6442,"korsh mall"
6443,"centro santa fe"
6444,"galleria vittorio emanuele ii"
6445,"moscow mall"
6446,"robinsons galleria"
6447,"the outlets at orange"
6448,"la rinascente"
6449,"galleria mall"
6450,"westfield parramatta"
6451,"forum istanbul"
6452,"mall of america"
6453,"westfield world trade center"
6454,"moscow mall"
6455,"westfield world trade center"
6456,"dubai mall"
6457,"the grove"
6458,"istanbul cevahir avm"
6459,"central embassy"
6460,"central embassy"
6461,"aventura mall"
6462,"westfield london"
6463,kanyon
6464,"mitsui outlet park"
6465,"zorlu center"
6466,"plaza satÃƒÂ©lite"
6467,"robinsons galleria"
6468,"the grove"
6469,"king abdulaziz center"
6470,"korsh mall"
6471,"prada store tokyo"
6472,"sm seaside city cebu"
6473,"nanjing deji plaza"
6474,"central embassy"
6475,"the dubai mall"
6476,"fifth avenue"
6477,"the shops at columbus circle"
6478,"mall of the emirates"
6479,"zorlu center"
6480,"fifth avenue"
6481,"nanjing deji plaza"
6482,kanyon
6483,"siam paragon"
6484,"faisalabad mall"
6485,"zorlu center"
6486,"beverly center"
6487,"mall of the emirates"
6488,"nanjing deji plaza"
6489,"aventura mall"
6490,"tokyo midtown"
6491,"centro coyoacÃƒÂ¡n"
6492,"mall of the emirates"
6493,"robinsons place manila"
6494,"lotte world mall"
6495,"king abdulaziz center"
6496,"westfield london"
6497,"tokyo midtown"
6498,"prada store tokyo"
6499,"galeries lafayette"
6500,"mall of the emirates"
6501,"westfield parramatta"
6502,"forum istanbul"
6503,"nanjing deji plaza"
6504,"fifth avenue"
6505,"forum istanbul"
6506,"oasis mall"
6507,"robinsons place manila"
6508,"moscow mall"
6509,"mall of america"
6510,"centro coyoacÃƒÂ¡n"
6511,"the outlets at orange"
6512,"forum istanbul"
6513,"istanbul cevahir avm"
6514,"sm seaside city cebu"
6515,"the grove"
6516,"robinsons place manila"
6517,"forum istanbul"
6518,"mall of america"
6519,"king of prussia mall"
6520,"king of prussia mall"
6521,"plaza satÃƒÂ©lite"
6522,"centro santa fe"
6523,"aventura mall"
6524,"oasis mall"
6525,"tokyo midtown"
6526,"fifth avenue"
6527,"centro santa fe"
6528,"westfield london"
6529,"pavilion kuala lumpur"
6530,"oasis mall"
6531,"plaza satÃƒÂ©lite"
6532,"south coast plaza"
6533,"kuala lumpur city centre (klcc)"
6534,"pavilion kuala lumpur"
6535,"king of prussia mall"
6536,"galleria vittorio emanuele ii"
6537,"sm mall of asia"
6538,"forum istanbul"
6539,"galeries lafayette"
6540,"centro coyoacÃƒÂ¡n"
6541,"fifth avenue"
6542,"galleria mall"
6543,"the outlets at orange"
6544,"la rinascente"
6545,"beverly center"
6546,"westfield parramatta"
6547,"forum istanbul"
6548,"centro coyoacÃƒÂ¡n"
6549,"chadstone shopping centre"
6550,"westfield london"
6551,"pavilion kuala lumpur"
6552,"sm seaside city cebu"
6553,"the dubai mall"
6554,"istanbul cevahir avm"
6555,"siam paragon"
6556,kanyon
6557,"the grove"
6558,"galleria vittorio emanuele ii"
6559,"prada store tokyo"
6560,"nanjing deji plaza"
6561,takashimaya
6562,"central world"
6563,"korsh mall"
6564,"westfield london"
6565,"king of prussia mall"
6566,"forum istanbul"
6567,"lujiazui shopping mall"
6568,"the outlets at orange"
6569,"westfield world trade center"
6570,"la rinascente"
6571,"the mall at millenia"
6572,"lotte world mall"
6573,"king abdulaziz center"
6574,"mitsui outlet park"
6575,"korsh mall"
6576,"zorlu center"
6577,"oasis mall"
6578,"plaza satÃƒÂ©lite"
6579,"chadstone shopping centre"
6580,"siam paragon"
6581,"dubai mall"
6582,"kuala lumpur city centre (klcc)"
6583,"kuala lumpur city centre (klcc)"
6584,"centro santa fe"
6585,"beverly center"
6586,"kuala lumpur city centre (klcc)"
6587,vivocity
6588,"galleria mall"
6589,"westfield parramatta"
6590,"forum istanbul"
6591,"south coast plaza"
6592,"oasis mall"
6593,"the outlets at orange"
6594,"galleria mall"
6595,"beverly center"
6596,"korsh mall"
6597,"fifth avenue"
6598,"sm mall of asia"
6599,"la rinascente"
6600,vivocity
6601,"king abdulaziz center"
6602,"mitsui outlet park"
6603,"mall of the emirates"
6604,"mitsui outlet park"
6605,vivocity
6606,"robinsons galleria"
6607,"prada store tokyo"
6608,"lujiazui shopping mall"
6609,"tokyo midtown"
6610,"lujiazui shopping mall"
6611,"centro santa fe"
6612,"galleria vittorio emanuele ii"
6613,"mall of america"
6614,"chadstone shopping centre"
6615,"chadstone shopping centre"
6616,"westfield parramatta"
6617,"nanjing deji plaza"
6618,"nanjing deji plaza"
6619,"galleria mall"
6620,"tokyo midtown"
6621,"moscow mall"
6622,"central embassy"
6623,"siam paragon"
6624,"mall of the emirates"
6625,"dubai mall"
6626,"la rinascente"
6627,"mitsui outlet park"
6628,"lotte world mall"
6629,"siam paragon"
6630,"sm seaside city cebu"
6631,"king of prussia mall"
6632,"sm mall of asia"
6633,"dubai mall"
6634,"the shops at columbus circle"
6635,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
6636,"robinsons galleria"
6637,vivocity
6638,"centro santa fe"
6639,"chadstone shopping centre"
6640,"sm mall of asia"
6641,"faisalabad mall"
6642,"galleria vittorio emanuele ii"
6643,"galeries lafayette"
6644,"south coast plaza"
6645,"moscow mall"
6646,"nanjing deji plaza"
6647,"korsh mall"
6648,"forum istanbul"
6649,"central embassy"
6650,"marina bay sands shopping mall"
6651,"faisalabad mall"
6652,"galleria mall"
6653,"lujiazui shopping mall"
6654,"fifth avenue"
6655,"istanbul cevahir avm"
6656,"oasis mall"
6657,"korsh mall"
6658,"mitsui outlet park"
6659,"forum istanbul"
6660,"oasis mall"
6661,"pavilion kuala lumpur"
6662,"la rinascente"
6663,"sm mall of asia"
6664,"siam paragon"
6665,"king of prussia mall"
6666,"galeries lafayette"
6667,"westfield london"
6668,"dubai mall"
6669,"tokyo midtown"
6670,"sm seaside city cebu"
6671,"the grove"
6672,"king abdulaziz center"
6673,"the shops at columbus circle"
6674,"lujiazui shopping mall"
6675,"zorlu center"
6676,"chadstone shopping centre"
6677,"galeries lafayette"
6678,"westfield world trade center"
6679,"prada store tokyo"
6680,"centro coyoacÃƒÂ¡n"
6681,"sm mall of asia"
6682,"mitsui outlet park"
6683,"the mall at millenia"
6684,"the outlets at orange"
6685,"aventura mall"
6686,"plaza satÃƒÂ©lite"
6687,"the shops at columbus circle"
6688,"fifth avenue"
6689,"oasis mall"
6690,"zorlu center"
6691,"central world"
6692,"galleria mall"
6693,"westfield world trade center"
6694,"central embassy"
6695,takashimaya
6696,"westfield parramatta"
6697,"korsh mall"
6698,"siam paragon"
6699,"zorlu center"
6700,"oasis mall"
6701,"the dubai mall"
6702,"dubai mall"
6703,takashimaya
6704,"marina bay sands shopping mall"
6705,"lujiazui shopping mall"
6706,"westfield london"
6707,"prada store tokyo"
6708,"central world"
6709,"king of prussia mall"
6710,"moscow mall"
6711,"beverly center"
6712,"sm seaside city cebu"
6713,"dubai mall"
6714,"westfield parramatta"
6715,"prada store tokyo"
6716,"mitsui outlet park"
6717,"central embassy"
6718,"faisalabad mall"
6719,"pavilion kuala lumpur"
6720,"robinsons place manila"
6721,"king abdulaziz center"
6722,"plaza satÃƒÂ©lite"
6723,"the dubai mall"
6724,"robinsons place manila"
6725,"king abdulaziz center"
6726,"nanjing deji plaza"
6727,"fifth avenue"
6728,"the grove"
6729,"lujiazui shopping mall"
6730,"lujiazui shopping mall"
6731,"lujiazui shopping mall"
6732,"westfield london"
6733,"the dubai mall"
6734,"prada store tokyo"
6735,"dubai mall"
6736,"forum istanbul"
6737,"pavilion kuala lumpur"
6738,"tokyo midtown"
6739,kanyon
6740,"korsh mall"
6741,"lujiazui shopping mall"
6742,"beverly center"
6743,"korsh mall"
6744,"oasis mall"
6745,"korsh mall"
6746,"the shops at columbus circle"
6747,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
6748,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
6749,"robinsons galleria"
6750,"galleria vittorio emanuele ii"
6751,"nanjing deji plaza"
6752,kanyon
6753,"the grove"
6754,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
6755,"mitsui outlet park"
6756,"mall of the emirates"
6757,"chadstone shopping centre"
6758,"king abdulaziz center"
6759,"sm seaside city cebu"
6760,"westfield london"
6761,"faisalabad mall"
6762,"the shops at columbus circle"
6763,"korsh mall"
6764,"dubai mall"
6765,"lotte world mall"
6766,"lujiazui shopping mall"
6767,"korsh mall"
6768,"galleria mall"
6769,"moscow mall"
6770,kanyon
6771,"forum istanbul"
6772,"mitsui outlet park"
6773,"faisalabad mall"
6774,"westfield world trade center"
6775,"the grove"
6776,"galeries lafayette"
6777,"zorlu center"
6778,"central embassy"
6779,"dubai mall"
6780,takashimaya
6781,"the mall at millenia"
6782,"westfield parramatta"
6783,"pavilion kuala lumpur"
6784,kanyon
6785,"beverly center"
6786,"the dubai mall"
6787,"galleria vittorio emanuele ii"
6788,"chadstone shopping centre"
6789,"galeries lafayette"
6790,"zorlu center"
6791,"south coast plaza"
6792,"the shops at columbus circle"
6793,"westfield parramatta"
6794,"king of prussia mall"
6795,"nanjing deji plaza"
6796,"chadstone shopping centre"
6797,takashimaya
6798,"faisalabad mall"
6799,"dubai mall"
6800,"the shops at columbus circle"
6801,"centro coyoacÃƒÂ¡n"
6802,"zorlu center"
6803,"galeries lafayette"
6804,"korsh mall"
6805,"westfield parramatta"
6806,"prada store tokyo"
6807,"marina bay sands shopping mall"
6808,"robinsons place manila"
6809,"south coast plaza"
6810,"dubai mall"
6811,"la rinascente"
6812,"tokyo midtown"
6813,"king abdulaziz center"
6814,"the outlets at orange"
6815,"korsh mall"
6816,"prada store tokyo"
6817,"chadstone shopping centre"
6818,"galleria mall"
6819,"robinsons galleria"
6820,"central embassy"
6821,"beverly center"
6822,kanyon
6823,"centro santa fe"
6824,"the outlets at orange"
6825,"the dubai mall"
6826,"plaza satÃƒÂ©lite"
6827,"centro santa fe"
6828,"moscow mall"
6829,"fifth avenue"
6830,"central world"
6831,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
6832,"king of prussia mall"
6833,"faisalabad mall"
6834,"galleria mall"
6835,"central world"
6836,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
6837,"king abdulaziz center"
6838,"south coast plaza"
6839,"fifth avenue"
6840,"mall of the emirates"
6841,"faisalabad mall"
6842,"westfield world trade center"
6843,"pavilion kuala lumpur"
6844,"fifth avenue"
6845,"lujiazui shopping mall"
6846,"siam paragon"
6847,"centro coyoacÃƒÂ¡n"
6848,"the outlets at orange"
6849,"moscow mall"
6850,"mall of america"
6851,"korsh mall"
6852,"zorlu center"
6853,"the dubai mall"
6854,"westfield parramatta"
6855,"chadstone shopping centre"
6856,"galleria mall"
6857,"central world"
6858,"centro santa fe"
6859,"prada store tokyo"
6860,"faisalabad mall"
6861,"marina bay sands shopping mall"
6862,"galleria mall"
6863,"sm seaside city cebu"
6864,kanyon
6865,"westfield london"
6866,"fifth avenue"
6867,"lujiazui shopping mall"
6868,"centro santa fe"
6869,"mall of the emirates"
6870,"la rinascente"
6871,"faisalabad mall"
6872,"king of prussia mall"
6873,"the mall at millenia"
6874,"galeries lafayette"
6875,"sm seaside city cebu"
6876,vivocity
6877,kanyon
6878,"robinsons place manila"
6879,"mall of the emirates"
6880,"plaza satÃƒÂ©lite"
6881,"istanbul cevahir avm"
6882,"galleria mall"
6883,"dubai mall"
6884,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
6885,"robinsons galleria"
6886,"forum istanbul"
6887,"south coast plaza"
6888,"the dubai mall"
6889,"nanjing deji plaza"
6890,"siam paragon"
6891,"marina bay sands shopping mall"
6892,"faisalabad mall"
6893,"centro coyoacÃƒÂ¡n"
6894,"mall of the emirates"
6895,"robinsons galleria"
6896,"the outlets at orange"
6897,"marina bay sands shopping mall"
6898,"centro santa fe"
6899,"nanjing deji plaza"
6900,"korsh mall"
6901,"the outlets at orange"
6902,"the grove"
6903,"istanbul cevahir avm"
6904,"sm seaside city cebu"
6905,"mall of america"
6906,"westfield london"
6907,"westfield parramatta"
6908,"king abdulaziz center"
6909,"galleria vittorio emanuele ii"
6910,"the dubai mall"
6911,"forum istanbul"
6912,"sm seaside city cebu"
6913,"central world"
6914,"galleria mall"
6915,"beverly center"
6916,"the outlets at orange"
6917,"aventura mall"
6918,"faisalabad mall"
6919,"westfield london"
6920,"zorlu center"
6921,"centro santa fe"
6922,"galleria mall"
6923,"sm mall of asia"
6924,vivocity
6925,"korsh mall"
6926,"fifth avenue"
6927,"south coast plaza"
6928,"faisalabad mall"
6929,"mitsui outlet park"
6930,"central world"
6931,"beverly center"
6932,"forum istanbul"
6933,"south coast plaza"
6934,"central embassy"
6935,kanyon
6936,"tokyo midtown"
6937,"centro coyoacÃƒÂ¡n"
6938,"king abdulaziz center"
6939,"centro santa fe"
6940,"sm mall of asia"
6941,"mall of the emirates"
6942,"aventura mall"
6943,"oasis mall"
6944,"galleria vittorio emanuele ii"
6945,"nanjing deji plaza"
6946,"the grove"
6947,"aventura mall"
6948,"mall of america"
6949,"moscow mall"
6950,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
6951,"fifth avenue"
6952,"marina bay sands shopping mall"
6953,"king abdulaziz center"
6954,"central embassy"
6955,"the mall at millenia"
6956,"pavilion kuala lumpur"
6957,"galeries lafayette"
6958,"mall of america"
6959,"forum istanbul"
6960,"robinsons galleria"
6961,"galleria vittorio emanuele ii"
6962,"king abdulaziz center"
6963,"sm seaside city cebu"
6964,"tokyo midtown"
6965,"moscow mall"
6966,"prada store tokyo"
6967,"fifth avenue"
6968,kanyon
6969,"galeries lafayette"
6970,"zorlu center"
6971,"marina bay sands shopping mall"
6972,"istanbul cevahir avm"
6973,"dubai mall"
6974,"galleria mall"
6975,"marina bay sands shopping mall"
6976,"plaza satÃƒÂ©lite"
6977,"mitsui outlet park"
6978,"beverly center"
6979,"beverly center"
6980,takashimaya
6981,"the grove"
6982,"oasis mall"
6983,"faisalabad mall"
6984,"galleria mall"
6985,"the outlets at orange"
6986,"marina bay sands shopping mall"
6987,"fifth avenue"
6988,"galleria vittorio emanuele ii"
6989,takashimaya
6990,"westfield london"
6991,"fifth avenue"
6992,"king abdulaziz center"
6993,"marina bay sands shopping mall"
6994,"galeries lafayette"
6995,"dubai mall"
6996,kanyon
6997,"la rinascente"
6998,"pavilion kuala lumpur"
6999,"sm mall of asia"
7000,takashimaya
7001,"plaza satÃƒÂ©lite"
7002,"centro santa fe"
7003,"galleria vittorio emanuele ii"
7004,vivocity
7005,"centro coyoacÃƒÂ¡n"
7006,"robinsons place manila"
7007,"central embassy"
7008,"dubai mall"
7009,"plaza satÃƒÂ©lite"
7010,"siam paragon"
7011,"galleria mall"
7012,"aventura mall"
7013,"mall of the emirates"
7014,"the dubai mall"
7015,"lotte world mall"
7016,"robinsons galleria"
7017,"westfield parramatta"
7018,"tokyo midtown"
7019,"central embassy"
7020,"robinsons galleria"
7021,"korsh mall"
7022,"moscow mall"
7023,"robinsons galleria"
7024,"mitsui outlet park"
7025,"central embassy"
7026,takashimaya
7027,"la rinascente"
7028,"forum istanbul"
7029,"dubai mall"
7030,"pavilion kuala lumpur"
7031,"the shops at columbus circle"
7032,"king abdulaziz center"
7033,"mall of america"
7034,"beverly center"
7035,"westfield london"
7036,"sm mall of asia"
7037,"sm seaside city cebu"
7038,"pavilion kuala lumpur"
7039,"nanjing deji plaza"
7040,"central embassy"
7041,kanyon
7042,"south coast plaza"
7043,"siam paragon"
7044,"the outlets at orange"
7045,"galeries lafayette"
7046,"galeries lafayette"
7047,"istanbul cevahir avm"
7048,vivocity
7049,"tokyo midtown"
7050,"the outlets at orange"
7051,"the shops at columbus circle"
7052,"marina bay sands shopping mall"
7053,"mall of america"
7054,"the mall at millenia"
7055,"oasis mall"
7056,"lujiazui shopping mall"
7057,"tokyo midtown"
7058,"dubai mall"
7059,takashimaya
7060,"aventura mall"
7061,"plaza satÃƒÂ©lite"
7062,"galeries lafayette"
7063,takashimaya
7064,"korsh mall"
7065,"aventura mall"
7066,"the shops at columbus circle"
7067,"galleria mall"
7068,"marina bay sands shopping mall"
7069,"centro coyoacÃƒÂ¡n"
7070,"robinsons galleria"
7071,"westfield world trade center"
7072,"the shops at columbus circle"
7073,"lotte world mall"
7074,"the outlets at orange"
7075,"kuala lumpur city centre (klcc)"
7076,"pavilion kuala lumpur"
7077,"kuala lumpur city centre (klcc)"
7078,"the shops at columbus circle"
7079,"kuala lumpur city centre (klcc)"
7080,"plaza satÃƒÂ©lite"
7081,"king abdulaziz center"
7082,"kuala lumpur city centre (klcc)"
7083,"king of prussia mall"
7084,"westfield london"
7085,"beverly center"
7086,"korsh mall"
7087,"mall of the emirates"
7088,"dubai mall"
7089,"dubai mall"
7090,"sm mall of asia"
7091,"westfield parramatta"
7092,"mall of the emirates"
7093,"siam paragon"
7094,"lujiazui shopping mall"
7095,"siam paragon"
7096,"the mall at millenia"
7097,vivocity
7098,"forum istanbul"
7099,"westfield world trade center"
7100,"tokyo midtown"
7101,"zorlu center"
7102,"centro santa fe"
7103,"westfield london"
7104,"chadstone shopping centre"
7105,"aventura mall"
7106,"chadstone shopping centre"
7107,"robinsons place manila"
7108,"galleria mall"
7109,"siam paragon"
7110,"king of prussia mall"
7111,"marina bay sands shopping mall"
7112,"westfield world trade center"
7113,"faisalabad mall"
7114,"kuala lumpur city centre (klcc)"
7115,"westfield parramatta"
7116,"westfield world trade center"
7117,vivocity
7118,"mall of america"
7119,"galleria mall"
7120,"kuala lumpur city centre (klcc)"
7121,"lotte world mall"
7122,"sm seaside city cebu"
7123,"sm mall of asia"
7124,"robinsons place manila"
7125,"the outlets at orange"
7126,"lujiazui shopping mall"
7127,"sm seaside city cebu"
7128,"galleria mall"
7129,"kuala lumpur city centre (klcc)"
7130,"the grove"
7131,"the grove"
7132,"lujiazui shopping mall"
7133,"chadstone shopping centre"
7134,vivocity
7135,"kuala lumpur city centre (klcc)"
7136,"the outlets at orange"
7137,"centro santa fe"
7138,"king of prussia mall"
7139,"mall of the emirates"
7140,"galleria mall"
7141,"chadstone shopping centre"
7142,"westfield world trade center"
7143,"faisalabad mall"
7144,"mall of the emirates"
7145,"istanbul cevahir avm"
7146,"faisalabad mall"
7147,"south coast plaza"
7148,"lujiazui shopping mall"
7149,"fifth avenue"
7150,takashimaya
7151,"centro coyoacÃƒÂ¡n"
7152,"dubai mall"
7153,"chadstone shopping centre"
7154,"central world"
7155,"tokyo midtown"
7156,"central world"
7157,"istanbul cevahir avm"
7158,"south coast plaza"
7159,"the outlets at orange"
7160,"la rinascente"
7161,"dubai mall"
7162,takashimaya
7163,"zorlu center"
7164,"sm seaside city cebu"
7165,"the dubai mall"
7166,"robinsons place manila"
7167,"central embassy"
7168,"oasis mall"
7169,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7170,"centro santa fe"
7171,"south coast plaza"
7172,"westfield london"
7173,takashimaya
7174,"marina bay sands shopping mall"
7175,"westfield london"
7176,"forum istanbul"
7177,"korsh mall"
7178,"the shops at columbus circle"
7179,"westfield london"
7180,"tokyo midtown"
7181,"lotte world mall"
7182,"moscow mall"
7183,"westfield world trade center"
7184,"nanjing deji plaza"
7185,"moscow mall"
7186,"the dubai mall"
7187,"oasis mall"
7188,"sm seaside city cebu"
7189,"south coast plaza"
7190,"istanbul cevahir avm"
7191,"centro coyoacÃƒÂ¡n"
7192,"fifth avenue"
7193,"dubai mall"
7194,"south coast plaza"
7195,"centro coyoacÃƒÂ¡n"
7196,"centro coyoacÃƒÂ¡n"
7197,takashimaya
7198,"centro coyoacÃƒÂ¡n"
7199,takashimaya
7200,"lujiazui shopping mall"
7201,"lujiazui shopping mall"
7202,"mall of the emirates"
7203,"king abdulaziz center"
7204,"the dubai mall"
7205,"oasis mall"
7206,"nanjing deji plaza"
7207,takashimaya
7208,"the shops at columbus circle"
7209,"the outlets at orange"
7210,"the mall at millenia"
7211,"marina bay sands shopping mall"
7212,"the grove"
7213,"robinsons place manila"
7214,"faisalabad mall"
7215,kanyon
7216,"zorlu center"
7217,"robinsons place manila"
7218,takashimaya
7219,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7220,"fifth avenue"
7221,"faisalabad mall"
7222,"the dubai mall"
7223,"pavilion kuala lumpur"
7224,"mall of america"
7225,kanyon
7226,"korsh mall"
7227,"the mall at millenia"
7228,"the outlets at orange"
7229,vivocity
7230,"mitsui outlet park"
7231,"the shops at columbus circle"
7232,"korsh mall"
7233,"king of prussia mall"
7234,"central embassy"
7235,"chadstone shopping centre"
7236,"westfield world trade center"
7237,"faisalabad mall"
7238,"the outlets at orange"
7239,"centro santa fe"
7240,"chadstone shopping centre"
7241,kanyon
7242,"siam paragon"
7243,"plaza satÃƒÂ©lite"
7244,"sm seaside city cebu"
7245,"fifth avenue"
7246,"sm mall of asia"
7247,"the outlets at orange"
7248,"westfield parramatta"
7249,"central world"
7250,"marina bay sands shopping mall"
7251,"marina bay sands shopping mall"
7252,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7253,"westfield parramatta"
7254,"plaza satÃƒÂ©lite"
7255,"sm seaside city cebu"
7256,"dubai mall"
7257,"the outlets at orange"
7258,"forum istanbul"
7259,"istanbul cevahir avm"
7260,"the dubai mall"
7261,"mall of america"
7262,"lotte world mall"
7263,"central embassy"
7264,"marina bay sands shopping mall"
7265,"the dubai mall"
7266,"zorlu center"
7267,takashimaya
7268,"south coast plaza"
7269,"aventura mall"
7270,"zorlu center"
7271,"plaza satÃƒÂ©lite"
7272,"beverly center"
7273,"korsh mall"
7274,vivocity
7275,"westfield london"
7276,"sm seaside city cebu"
7277,"the outlets at orange"
7278,"tokyo midtown"
7279,"forum istanbul"
7280,"forum istanbul"
7281,"central embassy"
7282,"galleria mall"
7283,"tokyo midtown"
7284,"dubai mall"
7285,"sm mall of asia"
7286,"beverly center"
7287,"king abdulaziz center"
7288,"king of prussia mall"
7289,"galleria mall"
7290,"korsh mall"
7291,"galleria vittorio emanuele ii"
7292,"faisalabad mall"
7293,"mall of the emirates"
7294,"central embassy"
7295,"zorlu center"
7296,"pavilion kuala lumpur"
7297,"korsh mall"
7298,"sm mall of asia"
7299,"robinsons place manila"
7300,"dubai mall"
7301,"faisalabad mall"
7302,"chadstone shopping centre"
7303,"westfield world trade center"
7304,"beverly center"
7305,"chadstone shopping centre"
7306,"pavilion kuala lumpur"
7307,"faisalabad mall"
7308,"nanjing deji plaza"
7309,"la rinascente"
7310,"westfield parramatta"
7311,"king abdulaziz center"
7312,"south coast plaza"
7313,"beverly center"
7314,"westfield parramatta"
7315,"galleria vittorio emanuele ii"
7316,"king of prussia mall"
7317,"korsh mall"
7318,"tokyo midtown"
7319,"mall of america"
7320,"dubai mall"
7321,"fifth avenue"
7322,"galeries lafayette"
7323,"zorlu center"
7324,"oasis mall"
7325,"westfield london"
7326,"faisalabad mall"
7327,"marina bay sands shopping mall"
7328,"the shops at columbus circle"
7329,"robinsons place manila"
7330,"tokyo midtown"
7331,"chadstone shopping centre"
7332,"mall of america"
7333,"the dubai mall"
7334,"the grove"
7335,"mitsui outlet park"
7336,"fifth avenue"
7337,"la rinascente"
7338,"south coast plaza"
7339,"moscow mall"
7340,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7341,"westfield london"
7342,"moscow mall"
7343,takashimaya
7344,"westfield parramatta"
7345,"lotte world mall"
7346,"istanbul cevahir avm"
7347,"prada store tokyo"
7348,"westfield world trade center"
7349,"faisalabad mall"
7350,"westfield london"
7351,"centro coyoacÃƒÂ¡n"
7352,"sm seaside city cebu"
7353,"oasis mall"
7354,"marina bay sands shopping mall"
7355,"aventura mall"
7356,"prada store tokyo"
7357,"south coast plaza"
7358,"the mall at millenia"
7359,"galeries lafayette"
7360,"westfield parramatta"
7361,kanyon
7362,"forum istanbul"
7363,"galleria mall"
7364,"galleria mall"
7365,"nanjing deji plaza"
7366,"siam paragon"
7367,"aventura mall"
7368,"la rinascente"
7369,"istanbul cevahir avm"
7370,vivocity
7371,"prada store tokyo"
7372,vivocity
7373,"sm seaside city cebu"
7374,"westfield world trade center"
7375,"siam paragon"
7376,"westfield parramatta"
7377,"mall of the emirates"
7378,"mitsui outlet park"
7379,"galleria vittorio emanuele ii"
7380,"la rinascente"
7381,"king of prussia mall"
7382,"la rinascente"
7383,"forum istanbul"
7384,"dubai mall"
7385,"galeries lafayette"
