invoice_no,customer_id,gender,age,category,shopping_mall,country,quantity,price,payment_method,invoice_date,total_cost,normalized_spending,season,age_group,store_name
I175037,C331327,1,40,Clothing,takashimaya,Japan,2,600.16,Credit Card,06/05/2022,1200.32,0.045726476,Spring,36+,Zara
I233207,C813633,1,38,Clothing,the mall at millenia,USA,3,900.24,Debit Card,05/05/2022,2700.72,0.102884571,Spring,36+,Forever 21
I108060,C335178,1,40,Clothing,central world,Thailand,5,1500.4,Cash,05/05/2022,7502,0.285790476,Spring,36+,Zara
I260510,C201405,1,46,Clothing,robinsons galleria,Philippines,4,1200.32,Debit Card,05/05/2022,4801.28,0.182905905,Spring,36+,H&M
I158505,C611888,0,65,Cosmetics,nanjing deji plaza,China,4,162.64,Cash,05/05/2022,650.56,0.024783238,Spring,36+,Sephora
I267787,C141864,0,45,Clothing,fifth avenue,USA,5,1500.4,Debit Card,05/05/2022,7502,0.285790476,Spring,36+,Prada
I146196,C128895,0,69,Clothing,sm seaside city cebu,Philippines,3,900.24,Credit Card,05/05/2022,2700.72,0.102884571,Spring,36+,Zara
I616914,C201886,1,67,Clothing,marina bay sands shopping mall,Singapore,5,1500.4,Debit Card,05/05/2022,7502,0.285790476,Spring,36+,Forever 21
I272819,C137155,1,55,Technology,tokyo midtown,Japan,3,3150,Credit Card,05/05/2022,9450,0.36,Spring,36+,Samsung
I634513,C260581,0,20,Clothing,kuala lumpur city centre (klcc),Malaysia,3,900.24,Credit Card,05/05/2022,2700.72,0.102884571,Spring,18-25,Gap
I339644,C559783,1,33,Souvenir,central world,Thailand,2,23.46,Credit Card,05/05/2022,46.92,0.001787429,Spring,26-35,Shop the World
I250555,C717398,1,18,Clothing,prada store tokyo,Japan,1,300.08,Credit Card,05/05/2022,300.08,0.011431619,Spring,18-25,Prada
I153491,C125274,1,52,Cosmetics,marina bay sands shopping mall,Singapore,1,40.66,Cash,05/05/2022,40.66,0.001548952,Spring,36+,Ulta Beauty
I924035,C294062,0,54,Food & Beverage,dubai mall,UAE,1,5.23,Cash,05/05/2022,5.23,0.000199238,Spring,36+,Carrefour
I497262,C259726,1,59,Toys,robinsons place manila,Philippines,4,143.36,Cash,05/05/2022,573.44,0.021845333,Spring,36+,Disney Store
I199571,C175769,0,19,Food & Beverage,westfield world trade center,USA,2,10.46,Cash,05/05/2022,20.92,0.000796952,Spring,18-25,Carrefour
I124352,C191091,1,68,Books,kanyon,Turkey,3,45.45,Cash,05/05/2022,136.35,0.005194286,Spring,36+,Kinokuniya
I116287,C557725,0,69,Books,galeries lafayette,France,4,60.6,Debit Card,05/05/2022,242.4,0.009234286,Spring,36+,Kinokuniya
I130876,C326563,1,20,Food & Beverage,la rinascente,Italy,5,26.15,Cash,05/05/2022,130.75,0.004980952,Spring,18-25,Mcdonald's
I221385,C105577,1,26,Toys,prada store tokyo,Japan,4,143.36,Credit Card,05/05/2022,573.44,0.021845333,Spring,26-35,Hamleys
I599432,C432705,1,32,Food & Beverage,robinsons galleria,Philippines,3,15.69,Debit Card,05/05/2022,47.07,0.001793143,Spring,26-35,Pizza Hut
I748082,C300784,0,34,Food & Beverage,pavilion kuala lumpur,Malaysia,3,15.69,Cash,04/05/2022,47.07,0.001793143,Spring,26-35,Carrefour
I275001,C162681,0,51,Toys,dubai mall,UAE,4,143.36,Debit Card,04/05/2022,573.44,0.021845333,Spring,36+,Disney Store
I136083,C149345,1,49,Cosmetics,siam paragon,Thailand,3,121.98,Credit Card,04/05/2022,365.94,0.013940571,Spring,36+,MAC
I178338,C326970,0,57,Food & Beverage,robinsons galleria,Philippines,4,20.92,Credit Card,04/05/2022,83.68,0.00318781,Spring,36+,Pizza Hut
I106776,C307181,0,61,Toys,mitsui outlet park,Japan,1,35.84,Debit Card,04/05/2022,35.84,0.001365333,Spring,36+,Disney Store
I320916,C305401,0,55,Food & Beverage,galeries lafayette,France,3,15.69,Credit Card,04/05/2022,47.07,0.001793143,Spring,36+,Taco Bell
I112989,C762311,1,68,Clothing,marina bay sands shopping mall,Singapore,4,1200.32,Cash,04/05/2022,4801.28,0.182905905,Spring,36+,Forever 21
I292170,C995701,1,44,Clothing,fifth avenue,USA,2,600.16,Cash,04/05/2022,1200.32,0.045726476,Spring,36+,Zara
I227996,C280603,0,27,Shoes,forum istanbul,Turkey,3,1800.51,Cash,04/05/2022,5401.53,0.205772571,Spring,26-35,Nike
I251526,C255807,0,37,Clothing,moscow mall,Russia,2,600.16,Debit Card,04/05/2022,1200.32,0.045726476,Spring,36+,Gap
I131870,C533404,1,38,Clothing,pavilion kuala lumpur,Malaysia,5,1500.4,Credit Card,04/05/2022,7502,0.285790476,Spring,36+,Gap
I117593,C131579,1,40,Clothing,mall of america,USA,5,1500.4,Credit Card,04/05/2022,7502,0.285790476,Spring,36+,Forever 21
I272740,C414247,1,36,Clothing,zorlu center,Turkey,3,900.24,Cash,04/05/2022,2700.72,0.102884571,Spring,36+,Forever 21
I324564,C222326,0,21,Clothing,the grove,USA,2,600.16,Credit Card,04/05/2022,1200.32,0.045726476,Spring,18-25,Gap
I246478,C312503,1,29,Technology,la rinascente,Italy,2,2100,Debit Card,04/05/2022,4200,0.16,Spring,26-35,Best Buy
I234591,C442944,1,59,Technology,lujiazui shopping mall,China,1,1050,Debit Card,03/05/2022,1050,0.04,Spring,36+,Samsung
I266277,C131430,1,25,Toys,the outlets at orange,USA,5,179.2,Cash,03/05/2022,896,0.034133333,Spring,18-25,LEGO Store
I484825,C873498,0,21,Clothing,the dubai mall,UAE,5,1500.4,Cash,03/05/2022,7502,0.285790476,Spring,18-25,Gap
I240992,C262478,0,35,Clothing,kuala lumpur city centre (klcc),Malaysia,5,1500.4,Cash,03/05/2022,7502,0.285790476,Spring,26-35,H&M
I260315,C110672,0,33,Cosmetics,aventura mall,USA,4,162.64,Cash,03/05/2022,650.56,0.024783238,Spring,26-35,MAC
I208751,C999024,1,47,Shoes,beverly center,USA,3,1800.51,Cash,03/05/2022,5401.53,0.205772571,Spring,36+,New Balance
I140026,C100315,1,60,Clothing,lotte world mall,South Korea,5,1500.4,Debit Card,03/05/2022,7502,0.285790476,Spring,36+,Gap
I339349,C320010,0,18,Clothing,kuala lumpur city centre (klcc),Malaysia,5,1500.4,Cash,03/05/2022,7502,0.285790476,Spring,18-25,Zara
I333917,C183561,1,36,Clothing,beverly center,USA,4,1200.32,Debit Card,03/05/2022,4801.28,0.182905905,Spring,36+,Prada
I329608,C360717,0,54,Shoes,plaza satÃ©lite,Mexico,4,2400.68,Cash,03/05/2022,9602.72,0.365817905,Spring,36+,New Balance
I323722,C759679,1,69,Food & Beverage,the grove,USA,2,10.46,Cash,03/05/2022,20.92,0.000796952,Spring,36+,Taco Bell
I288114,C308621,1,30,Food & Beverage,faisalabad mall,Pakistan,3,15.69,Cash,03/05/2022,47.07,0.001793143,Spring,26-35,Taco Bell
I220302,C144213,0,45,Clothing,the outlets at orange,USA,1,300.08,Cash,03/05/2022,300.08,0.011431619,Spring,36+,Gap
I296672,C190688,1,57,Cosmetics,forum istanbul,Turkey,3,121.98,Credit Card,03/05/2022,365.94,0.013940571,Spring,36+,Sephora
I270096,C660491,0,66,Food & Beverage,chadstone shopping centre,Australia,2,10.46,Credit Card,03/05/2022,20.92,0.000796952,Spring,36+,Starbucks
I261777,C112012,1,62,Clothing,pavilion kuala lumpur,Malaysia,1,300.08,Cash,03/05/2022,300.08,0.011431619,Spring,36+,Forever 21
I830007,C303487,1,36,Food & Beverage,king of prussia mall,USA,5,26.15,Cash,03/05/2022,130.75,0.004980952,Spring,36+,Starbucks
I232081,C207349,1,51,Food & Beverage,korsh mall,Egypt,1,5.23,Debit Card,03/05/2022,5.23,0.000199238,Spring,36+,Pizza Hut
I161481,C506569,1,30,Technology,vivocity,Singapore,3,3150,Credit Card,02/05/2022,9450,0.36,Spring,26-35,Sony Store
I703879,C109724,1,38,Shoes,westfield world trade center,USA,3,1800.51,Credit Card,02/05/2022,5401.53,0.205772571,Spring,36+,New Balance
I304200,C168673,0,24,Shoes,prada store tokyo,Japan,4,2400.68,Cash,02/05/2022,9602.72,0.365817905,Spring,18-25,New Balance
I189376,C296972,0,67,Clothing,king abdulaziz center,Saudi Arabia,5,1500.4,Cash,02/05/2022,7502,0.285790476,Spring,36+,Zara
I283977,C514166,0,48,Toys,dubai mall,UAE,5,179.2,Cash,02/05/2022,896,0.034133333,Spring,36+,Toys R Us
I285251,C324916,1,67,Shoes,kuala lumpur city centre (klcc),Malaysia,3,1800.51,Cash,02/05/2022,5401.53,0.205772571,Spring,36+,Nike
I146745,C756018,1,58,Clothing,dubai mall,UAE,5,1500.4,Cash,02/05/2022,7502,0.285790476,Spring,36+,Zara
I169320,C277174,0,50,Shoes,galeries lafayette,France,3,1800.51,Cash,02/05/2022,5401.53,0.205772571,Spring,36+,Adidas
I242997,C345926,1,58,Clothing,the shops at columbus circle,USA,5,1500.4,Cash,02/05/2022,7502,0.285790476,Spring,36+,Forever 21
I257200,C336081,0,63,Clothing,zorlu center,Turkey,2,600.16,Credit Card,02/05/2022,1200.32,0.045726476,Spring,36+,Zara
I157494,C817494,1,55,Technology,mitsui outlet park,Japan,5,5250,Credit Card,02/05/2022,26250,1,Spring,36+,Sony Store
I765491,C216927,1,43,Clothing,vivocity,Singapore,3,900.24,Cash,02/05/2022,2700.72,0.102884571,Spring,36+,Forever 21
I184153,C270795,1,56,Clothing,plaza satÃ©lite,Mexico,2,600.16,Credit Card,02/05/2022,1200.32,0.045726476,Spring,36+,Forever 21
I200171,C674564,0,47,Toys,robinsons place manila,Philippines,2,71.68,Credit Card,02/05/2022,143.36,0.005461333,Spring,36+,LEGO Store
I291828,C148154,1,22,Toys,the dubai mall,UAE,4,143.36,Cash,02/05/2022,573.44,0.021845333,Spring,18-25,Hamleys
I247576,C163255,1,26,Cosmetics,robinsons galleria,Philippines,1,40.66,Cash,01/05/2022,40.66,0.001548952,Spring,26-35,Sephora
I134830,C309255,1,65,Clothing,the outlets at orange,USA,1,300.08,Credit Card,01/05/2022,300.08,0.011431619,Spring,36+,Zara
I222293,C297998,1,69,Toys,korsh mall,Egypt,2,71.68,Credit Card,01/05/2022,143.36,0.005461333,Spring,36+,Hamleys
I953032,C318035,1,59,Souvenir,aventura mall,USA,2,23.46,Cash,01/05/2022,46.92,0.001787429,Spring,36+,World Market
I119054,C459771,1,66,Clothing,forum istanbul,Turkey,1,300.08,Credit Card,01/05/2022,300.08,0.011431619,Spring,36+,Gap
I220285,C162871,1,43,Food & Beverage,the mall at millenia,USA,4,20.92,Credit Card,01/05/2022,83.68,0.00318781,Spring,36+,Carrefour
I114943,C534897,1,68,Books,westfield parramatta,Australia,4,60.6,Cash,01/05/2022,242.4,0.009234286,Spring,36+,Kinokuniya
I155156,C797110,1,38,Books,marina bay sands shopping mall,Singapore,3,45.45,Cash,01/05/2022,136.35,0.005194286,Spring,36+,Kinokuniya
I260074,C842053,1,38,Clothing,korsh mall,Egypt,5,1500.4,Credit Card,01/05/2022,7502,0.285790476,Spring,36+,Gap
I111633,C365386,0,30,Clothing,korsh mall,Egypt,3,900.24,Cash,01/05/2022,2700.72,0.102884571,Spring,26-35,Gap
I122614,C319447,1,28,Cosmetics,nanjing deji plaza,China,5,203.3,Credit Card,01/05/2022,1016.5,0.03872381,Spring,26-35,MAC
I301956,C177550,0,55,Clothing,vivocity,Singapore,5,1500.4,Credit Card,01/05/2022,7502,0.285790476,Spring,36+,Gap
I161945,C191270,0,52,Clothing,istanbul cevahir avm,Turkey,2,600.16,Cash,01/05/2022,1200.32,0.045726476,Spring,36+,Prada
I118971,C714717,0,41,Technology,dubai mall,UAE,3,3150,Cash,01/05/2022,9450,0.36,Spring,36+,Sony Store
I158058,C190762,0,27,Clothing,siam paragon,Thailand,5,1500.4,Cash,01/05/2022,7502,0.285790476,Spring,26-35,Gap
I333918,C149395,0,50,Clothing,tokyo midtown,Japan,5,1500.4,Credit Card,01/05/2022,7502,0.285790476,Spring,36+,Zara
I601645,C176271,1,46,Clothing,vivocity,Singapore,4,1200.32,Cash,30/04/2022,4801.28,0.182905905,Spring,36+,H&M
I917447,C752803,1,50,Clothing,king abdulaziz center,Saudi Arabia,4,1200.32,Cash,30/04/2022,4801.28,0.182905905,Spring,36+,Zara
I857861,C272918,0,18,Technology,robinsons place manila,Philippines,5,5250,Cash,30/04/2022,26250,1,Spring,18-25,Sony Store
I139083,C318338,0,40,Clothing,dubai mall,UAE,4,1200.32,Debit Card,30/04/2022,4801.28,0.182905905,Spring,36+,Gap
I184989,C166868,1,39,Clothing,avenue des champs-Ã©lysÃ©es,France,3,900.24,Cash,30/04/2022,2700.72,0.102884571,Spring,36+,Prada
I780560,C604007,1,33,Clothing,fifth avenue,USA,3,900.24,Cash,30/04/2022,2700.72,0.102884571,Spring,26-35,H&M
I726283,C196753,0,50,Clothing,kuala lumpur city centre (klcc),Malaysia,4,1200.32,Credit Card,30/04/2022,4801.28,0.182905905,Spring,36+,Zara
I214053,C317737,1,64,Clothing,kuala lumpur city centre (klcc),Malaysia,3,900.24,Credit Card,30/04/2022,2700.72,0.102884571,Spring,36+,H&M
I806738,C118542,1,48,Toys,galleria mall,Egypt,1,35.84,Credit Card,30/04/2022,35.84,0.001365333,Spring,36+,Disney Store
I785442,C339417,1,40,Cosmetics,westfield london,UK,2,81.32,Cash,30/04/2022,162.64,0.00619581,Spring,36+,Sephora
I122562,C311054,1,67,Food & Beverage,forum istanbul,Turkey,4,20.92,Cash,30/04/2022,83.68,0.00318781,Spring,36+,Starbucks
I256880,C883233,1,56,Cosmetics,the dubai mall,UAE,3,121.98,Cash,30/04/2022,365.94,0.013940571,Spring,36+,Ulta Beauty
I339725,C873591,0,27,Cosmetics,vivocity,Singapore,1,40.66,Cash,30/04/2022,40.66,0.001548952,Spring,26-35,MAC
I617872,C287553,1,69,Cosmetics,the outlets at orange,USA,1,40.66,Cash,30/04/2022,40.66,0.001548952,Spring,36+,The Body Shop
I141815,C862769,1,34,Food & Beverage,the dubai mall,UAE,3,15.69,Cash,30/04/2022,47.07,0.001793143,Spring,26-35,Taco Bell
I220454,C268296,1,60,Cosmetics,istanbul cevahir avm,Turkey,2,81.32,Credit Card,30/04/2022,162.64,0.00619581,Spring,36+,Sephora
I226310,C362469,0,30,Clothing,kuala lumpur city centre (klcc),Malaysia,1,300.08,Credit Card,29/04/2022,300.08,0.011431619,Spring,26-35,Prada
I129022,C940481,1,64,Souvenir,the grove,USA,2,23.46,Cash,29/04/2022,46.92,0.001787429,Spring,36+,Hard Rock Cafe
I192012,C202219,1,53,Technology,the grove,USA,4,4200,Credit Card,29/04/2022,16800,0.64,Spring,36+,Apple Store
I231914,C953835,0,25,Clothing,central embassy,Thailand,2,600.16,Credit Card,29/04/2022,1200.32,0.045726476,Spring,18-25,Prada
I236481,C320460,1,52,Technology,korsh mall,Egypt,1,1050,Credit Card,29/04/2022,1050,0.04,Spring,36+,Sony Store
I142020,C219248,0,24,Clothing,la rinascente,Italy,2,600.16,Cash,29/04/2022,1200.32,0.045726476,Spring,18-25,Zara
I327968,C146461,1,69,Shoes,kanyon,Turkey,1,600.17,Credit Card,29/04/2022,600.17,0.022863619,Spring,36+,Nike
I332011,C107741,1,18,Cosmetics,the dubai mall,UAE,5,203.3,Credit Card,29/04/2022,1016.5,0.03872381,Spring,18-25,The Body Shop
I251311,C145797,0,40,Shoes,la rinascente,Italy,4,2400.68,Credit Card,29/04/2022,9602.72,0.365817905,Spring,36+,New Balance
I851939,C167235,0,65,Shoes,king abdulaziz center,Saudi Arabia,3,1800.51,Credit Card,29/04/2022,5401.53,0.205772571,Spring,36+,New Balance
I877775,C267677,1,50,Shoes,faisalabad mall,Pakistan,2,1200.34,Cash,28/04/2022,2400.68,0.091454476,Spring,36+,Nike
I215271,C260448,1,53,Clothing,robinsons place manila,Philippines,2,600.16,Credit Card,28/04/2022,1200.32,0.045726476,Spring,36+,H&M
I346603,C254584,0,69,Clothing,the dubai mall,UAE,3,900.24,Debit Card,28/04/2022,2700.72,0.102884571,Spring,36+,Prada
I213619,C151975,1,35,Food & Beverage,plaza satÃ©lite,Mexico,1,5.23,Cash,28/04/2022,5.23,0.000199238,Spring,26-35,Taco Bell
I201021,C151560,1,44,Food & Beverage,sm seaside city cebu,Philippines,1,5.23,Credit Card,28/04/2022,5.23,0.000199238,Spring,36+,Taco Bell
I200214,C312341,0,69,Cosmetics,forum istanbul,Turkey,2,81.32,Cash,28/04/2022,162.64,0.00619581,Spring,36+,Ulta Beauty
I128975,C148819,1,34,Cosmetics,faisalabad mall,Pakistan,3,121.98,Credit Card,28/04/2022,365.94,0.013940571,Spring,26-35,The Body Shop
I262031,C987556,1,67,Toys,centro santa fe,Mexico,4,143.36,Cash,28/04/2022,573.44,0.021845333,Spring,36+,Hamleys
I390816,C326169,1,59,Toys,sm seaside city cebu,Philippines,4,143.36,Cash,28/04/2022,573.44,0.021845333,Spring,36+,Toys R Us
I294686,C321253,1,37,Toys,tokyo midtown,Japan,2,71.68,Credit Card,28/04/2022,143.36,0.005461333,Spring,36+,Disney Store
I752693,C306662,1,48,Cosmetics,the mall at millenia,USA,3,121.98,Cash,28/04/2022,365.94,0.013940571,Spring,36+,MAC
I152488,C100404,1,36,Food & Beverage,forum istanbul,Turkey,3,15.69,Debit Card,28/04/2022,47.07,0.001793143,Spring,36+,Starbucks
I326488,C322509,0,19,Cosmetics,central embassy,Thailand,1,40.66,Credit Card,28/04/2022,40.66,0.001548952,Spring,18-25,MAC
I352350,C486214,0,43,Souvenir,galleria vittorio emanuele ii,Italy,1,11.73,Cash,27/04/2022,11.73,0.000446857,Spring,36+,Shop the World
I759667,C295797,1,32,Toys,sm seaside city cebu,Philippines,4,143.36,Cash,27/04/2022,573.44,0.021845333,Spring,26-35,Hamleys
I183229,C324868,0,49,Cosmetics,forum istanbul,Turkey,2,81.32,Credit Card,27/04/2022,162.64,0.00619581,Spring,36+,The Body Shop
I189082,C248837,0,32,Cosmetics,the mall at millenia,USA,3,121.98,Cash,27/04/2022,365.94,0.013940571,Spring,26-35,The Body Shop
I154637,C283094,1,40,Toys,nanjing deji plaza,China,1,35.84,Credit Card,27/04/2022,35.84,0.001365333,Spring,36+,Hamleys
I521328,C291103,1,31,Food & Beverage,the dubai mall,UAE,5,26.15,Cash,27/04/2022,130.75,0.004980952,Spring,26-35,Carrefour
I150555,C721573,1,35,Clothing,nanjing deji plaza,China,3,900.24,Credit Card,27/04/2022,2700.72,0.102884571,Spring,26-35,Zara
I564519,C954234,0,49,Clothing,lujiazui shopping mall,China,4,1200.32,Debit Card,27/04/2022,4801.28,0.182905905,Spring,36+,Gap
I115146,C126956,1,24,Cosmetics,central world,Thailand,5,203.3,Cash,27/04/2022,1016.5,0.03872381,Spring,18-25,Ulta Beauty
I205542,C247505,1,51,Clothing,kanyon,Turkey,2,600.16,Cash,27/04/2022,1200.32,0.045726476,Spring,36+,Prada
I916844,C203566,1,39,Clothing,vivocity,Singapore,2,600.16,Cash,27/04/2022,1200.32,0.045726476,Spring,36+,Forever 21
I297697,C291669,1,68,Shoes,fifth avenue,USA,5,3000.85,Credit Card,27/04/2022,15004.25,0.571590476,Spring,36+,New Balance
I109074,C198674,0,53,Clothing,mitsui outlet park,Japan,4,1200.32,Credit Card,27/04/2022,4801.28,0.182905905,Spring,36+,Gap
I281656,C183673,0,19,Cosmetics,siam paragon,Thailand,5,203.3,Cash,27/04/2022,1016.5,0.03872381,Spring,18-25,MAC
I181681,C234645,0,64,Technology,king of prussia mall,USA,1,1050,Debit Card,27/04/2022,1050,0.04,Spring,36+,Microsoft Store
I872259,C344717,0,48,Clothing,mall of the emirates,UAE,5,1500.4,Cash,27/04/2022,7502,0.285790476,Spring,36+,Prada
I339512,C194782,1,57,Clothing,mall of the emirates,UAE,5,1500.4,Credit Card,26/04/2022,7502,0.285790476,Spring,36+,H&M
I205132,C103555,0,38,Shoes,the grove,USA,3,1800.51,Debit Card,26/04/2022,5401.53,0.205772571,Spring,36+,Nike
I111785,C156790,1,61,Shoes,fifth avenue,USA,5,3000.85,Credit Card,26/04/2022,15004.25,0.571590476,Spring,36+,Foot Locker
I214971,C209820,0,19,Clothing,dubai mall,UAE,4,1200.32,Credit Card,26/04/2022,4801.28,0.182905905,Spring,18-25,H&M
I249941,C172759,1,39,Technology,the dubai mall,UAE,5,5250,Credit Card,26/04/2022,26250,1,Spring,36+,Microsoft Store
I197932,C200053,0,66,Clothing,centro coyoacÃ¡n,Mexico,2,600.16,Cash,26/04/2022,1200.32,0.045726476,Spring,36+,Prada
I165160,C321209,0,61,Shoes,forum istanbul,Turkey,1,600.17,Cash,26/04/2022,600.17,0.022863619,Spring,36+,Puma
I223158,C222858,1,53,Cosmetics,vivocity,Singapore,2,81.32,Credit Card,26/04/2022,162.64,0.00619581,Spring,36+,Sephora
I765890,C252216,0,53,Cosmetics,beverly center,USA,3,121.98,Cash,26/04/2022,365.94,0.013940571,Spring,36+,The Body Shop
I168101,C186861,1,57,Souvenir,pavilion kuala lumpur,Malaysia,3,35.19,Cash,26/04/2022,105.57,0.004021714,Spring,36+,Shop the World
I984793,C232670,1,37,Clothing,faisalabad mall,Pakistan,1,300.08,Cash,26/04/2022,300.08,0.011431619,Spring,36+,H&M
I265604,C160512,1,51,Toys,aventura mall,USA,1,35.84,Credit Card,26/04/2022,35.84,0.001365333,Spring,36+,Disney Store
I907658,C107258,1,65,Shoes,the dubai mall,UAE,1,600.17,Cash,26/04/2022,600.17,0.022863619,Spring,36+,Foot Locker
I379458,C266891,1,21,Cosmetics,the shops at columbus circle,USA,2,81.32,Cash,25/04/2022,162.64,0.00619581,Spring,18-25,The Body Shop
I388519,C178595,0,38,Food & Beverage,centro coyoacÃ¡n,Mexico,4,20.92,Cash,25/04/2022,83.68,0.00318781,Spring,36+,Mcdonald's
I538953,C267240,1,37,Food & Beverage,galleria mall,Egypt,3,15.69,Credit Card,25/04/2022,47.07,0.001793143,Spring,36+,Starbucks
I137934,C202988,1,29,Food & Beverage,dubai mall,UAE,3,15.69,Credit Card,25/04/2022,47.07,0.001793143,Spring,26-35,Taco Bell
I203910,C267037,1,24,Souvenir,the dubai mall,UAE,5,58.65,Debit Card,25/04/2022,293.25,0.011171429,Spring,18-25,Shop the World
I319032,C269857,0,53,Clothing,king of prussia mall,USA,1,300.08,Credit Card,25/04/2022,300.08,0.011431619,Spring,36+,H&M
I251357,C316289,0,56,Toys,chadstone shopping centre,Australia,3,107.52,Credit Card,25/04/2022,322.56,0.012288,Spring,36+,LEGO Store
I127889,C957134,1,60,Souvenir,la rinascente,Italy,3,35.19,Cash,25/04/2022,105.57,0.004021714,Spring,36+,The Souvenir Shop
I294280,C847437,0,18,Clothing,takashimaya,Japan,5,1500.4,Credit Card,25/04/2022,7502,0.285790476,Spring,18-25,Gap
I136352,C292735,1,57,Clothing,lotte world mall,South Korea,2,600.16,Debit Card,25/04/2022,1200.32,0.045726476,Spring,36+,H&M
I143040,C130663,1,30,Clothing,the outlets at orange,USA,3,900.24,Credit Card,25/04/2022,2700.72,0.102884571,Spring,26-35,Forever 21
I264706,C129888,0,54,Clothing,westfield london,UK,3,900.24,Debit Card,25/04/2022,2700.72,0.102884571,Spring,36+,Forever 21
I233451,C179322,1,21,Cosmetics,the mall at millenia,USA,4,162.64,Cash,25/04/2022,650.56,0.024783238,Spring,18-25,MAC
I114515,C313499,0,45,Clothing,dubai mall,UAE,3,900.24,Credit Card,25/04/2022,2700.72,0.102884571,Spring,36+,Gap
I426505,C105654,1,54,Shoes,galeries lafayette,France,2,1200.34,Cash,25/04/2022,2400.68,0.091454476,Spring,36+,Adidas
I777912,C249997,0,36,Shoes,istanbul cevahir avm,Turkey,3,1800.51,Cash,25/04/2022,5401.53,0.205772571,Spring,36+,Puma
I323612,C269177,0,50,Clothing,korsh mall,Egypt,5,1500.4,Cash,25/04/2022,7502,0.285790476,Spring,36+,Gap
I226424,C740974,1,40,Books,zorlu center,Turkey,1,15.15,Cash,25/04/2022,15.15,0.000577143,Spring,36+,Kinokuniya
I225345,C173241,0,47,Clothing,faisalabad mall,Pakistan,1,300.08,Cash,24/04/2022,300.08,0.011431619,Spring,36+,Prada
I209927,C145315,1,19,Food & Beverage,galleria vittorio emanuele ii,Italy,4,20.92,Debit Card,24/04/2022,83.68,0.00318781,Spring,18-25,Mcdonald's
I225124,C693085,1,50,Books,pavilion kuala lumpur,Malaysia,2,30.3,Cash,24/04/2022,60.6,0.002308571,Spring,36+,Books-A-Million
I217327,C107518,1,48,Food & Beverage,pavilion kuala lumpur,Malaysia,2,10.46,Credit Card,24/04/2022,20.92,0.000796952,Spring,36+,Pizza Hut
I336420,C858254,0,33,Cosmetics,la rinascente,Italy,2,81.32,Cash,24/04/2022,162.64,0.00619581,Spring,26-35,Ulta Beauty
I770845,C411374,0,50,Clothing,tokyo midtown,Japan,1,300.08,Credit Card,24/04/2022,300.08,0.011431619,Spring,36+,Gap
I322376,C111109,0,29,Cosmetics,nanjing deji plaza,China,2,81.32,Credit Card,24/04/2022,162.64,0.00619581,Spring,26-35,Sephora
I146473,C147982,0,19,Food & Beverage,vivocity,Singapore,4,20.92,Credit Card,24/04/2022,83.68,0.00318781,Spring,18-25,Taco Bell
I172436,C102138,1,38,Food & Beverage,sm mall of asia,Philippines,2,10.46,Credit Card,24/04/2022,20.92,0.000796952,Spring,36+,Carrefour
I737161,C144894,1,21,Food & Beverage,the dubai mall,UAE,4,20.92,Credit Card,24/04/2022,83.68,0.00318781,Spring,18-25,Starbucks
I850634,C292155,0,37,Cosmetics,mall of america,USA,2,81.32,Cash,24/04/2022,162.64,0.00619581,Spring,36+,Sephora
I201496,C295215,1,19,Food & Beverage,vivocity,Singapore,2,10.46,Cash,24/04/2022,20.92,0.000796952,Spring,18-25,Carrefour
I375887,C236076,1,19,Clothing,takashimaya,Japan,1,300.08,Credit Card,24/04/2022,300.08,0.011431619,Spring,18-25,H&M
I323525,C223201,1,62,Clothing,sm seaside city cebu,Philippines,2,600.16,Credit Card,24/04/2022,1200.32,0.045726476,Spring,36+,Prada
I256915,C663903,0,21,Shoes,westfield london,UK,4,2400.68,Debit Card,24/04/2022,9602.72,0.365817905,Spring,18-25,New Balance
I311897,C146616,1,19,Shoes,kanyon,Turkey,4,2400.68,Credit Card,24/04/2022,9602.72,0.365817905,Spring,18-25,Nike
I267545,C246812,1,51,Clothing,the grove,USA,5,1500.4,Cash,24/04/2022,7502,0.285790476,Spring,36+,Zara
I978152,C635526,0,20,Shoes,king abdulaziz center,Saudi Arabia,3,1800.51,Credit Card,24/04/2022,5401.53,0.205772571,Spring,18-25,Adidas
I873471,C490589,1,52,Technology,the outlets at orange,USA,5,5250,Credit Card,24/04/2022,26250,1,Spring,36+,Sony Store
I917955,C296953,0,25,Shoes,the outlets at orange,USA,3,1800.51,Cash,24/04/2022,5401.53,0.205772571,Spring,18-25,Nike
I172066,C768441,1,49,Clothing,moscow mall,Russia,4,1200.32,Cash,24/04/2022,4801.28,0.182905905,Spring,36+,Zara
I175895,C240814,1,27,Shoes,westfield parramatta,Australia,4,2400.68,Cash,23/04/2022,9602.72,0.365817905,Spring,26-35,Adidas
I406641,C218503,0,48,Clothing,central embassy,Thailand,2,600.16,Credit Card,23/04/2022,1200.32,0.045726476,Spring,36+,Gap
I102065,C799164,1,40,Clothing,istanbul cevahir avm,Turkey,2,600.16,Debit Card,23/04/2022,1200.32,0.045726476,Spring,36+,Zara
I289143,C265639,1,23,Shoes,plaza satÃ©lite,Mexico,5,3000.85,Cash,23/04/2022,15004.25,0.571590476,Spring,18-25,New Balance
