store_id,store_name,shopping_mall
5065,"Hard Rock Cafe","centro coyoacÃƒÂ¡n"
5066,MAC,"la rinascente"
5067,Zara,kanyon
5068,"The Body Shop","king of prussia mall"
5069,Books-A-Million,"galleria vittorio emanuele ii"
5070,Carrefour,"kuala lumpur city centre (klcc)"
5071,"Toys R Us","pavilion kuala lumpur"
5072,Gap,"marina bay sands shopping mall"
5073,Mcdonald's,kanyon
5074,Nike,"korsh mall"
5075,MAC,"sm mall of asia"
5076,Zara,"robinsons place manila"
5077,Gap,"marina bay sands shopping mall"
5078,"Ulta Beauty","beverly center"
5079,Zara,"mitsui outlet park"
5080,Zara,"oasis mall"
5081,"Taco Bell","prada store tokyo"
5082,Starbucks,"the dubai mall"
5083,H&M,"westfield world trade center"
5084,"The Body Shop","istanbul cevahir avm"
5085,Zara,kanyon
5086,Carrefour,"beverly center"
5087,"Disney Store","king abdulaziz center"
5088,Waterstones,"tokyo midtown"
5089,"Hard Rock Cafe","central world"
5090,"Toys R Us","robinsons place manila"
5091,"Toys R Us","aventura mall"
5092,Mcdonald's,"king abdulaziz center"
5093,"LEGO Store","the outlets at orange"
5094,"Taco Bell","the outlets at orange"
5095,H&M,"siam paragon"
5096,Puma,"westfield london"
5097,H&M,vivocity
5098,"Ulta Beauty",takashimaya
5099,"Forever 21","pavilion kuala lumpur"
5100,Prada,"aventura mall"
5101,Sephora,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
5102,Prada,"aventura mall"
5103,Prada,"istanbul cevahir avm"
5104,Gap,"dubai mall"
5105,"The Body Shop","siam paragon"
5106,"Foot Locker","dubai mall"
5107,Sephora,"faisalabad mall"
5108,Hamleys,"tokyo midtown"
5109,Kinokuniya,"robinsons galleria"
5110,"The Souvenir Shop","robinsons galleria"
5111,"Forever 21","king of prussia mall"
5112,Starbucks,"the mall at millenia"
5113,Mcdonald's,"beverly center"
5114,"Shop the World","beverly center"
5115,Mcdonald's,"westfield london"
5116,Carrefour,"chadstone shopping centre"
5117,Carrefour,"korsh mall"
5118,Prada,"dubai mall"
5119,"Taco Bell","galeries lafayette"
5120,"Disney Store","plaza satÃƒÂ©lite"
5121,Mcdonald's,vivocity
5122,Prada,"the mall at millenia"
5123,Zara,"oasis mall"
5124,"Foot Locker","chadstone shopping centre"
5125,"Forever 21","faisalabad mall"
5126,Adidas,"marina bay sands shopping mall"
5127,Gap,"mall of the emirates"
5128,Sephora,"the dubai mall"
5129,"Shop the World","oasis mall"
5130,Carrefour,"fifth avenue"
5131,"Hard Rock Cafe","marina bay sands shopping mall"
5132,"The Souvenir Shop","robinsons galleria"
5133,Carrefour,"chadstone shopping centre"
5134,"LEGO Store","prada store tokyo"
5135,"Barnes & Noble","tokyo midtown"
5136,"Shop the World","king abdulaziz center"
5137,Mcdonald's,"westfield parramatta"
5138,Sephora,"sm mall of asia"
5139,Gap,"lotte world mall"
5140,"Barnes & Noble","nanjing deji plaza"
5141,MAC,"king of prussia mall"
5142,Zara,"prada store tokyo"
5143,"New Balance","aventura mall"
5144,Zara,"tokyo midtown"
5145,"Forever 21","nanjing deji plaza"
5146,Nike,"centro santa fe"
5147,Nike,"the grove"
5148,"Sony Store","lujiazui shopping mall"
5149,"Forever 21","the outlets at orange"
5150,"Disney Store","siam paragon"
5151,H&M,"lotte world mall"
5152,Sephora,"robinsons place manila"
5153,H&M,"la rinascente"
5154,"New Balance","istanbul cevahir avm"
5155,Prada,"south coast plaza"
5156,"Forever 21","korsh mall"
5157,"LEGO Store","lujiazui shopping mall"
5158,Mcdonald's,"robinsons galleria"
5159,"Disney Store","robinsons galleria"
5160,"Forever 21","mitsui outlet park"
5161,Starbucks,"galleria vittorio emanuele ii"
5162,"Ulta Beauty","westfield world trade center"
5163,"Sony Store","the grove"
5164,Prada,"centro santa fe"
5165,"Shop the World","robinsons galleria"
5166,"Ulta Beauty","zorlu center"
5167,Starbucks,"galleria vittorio emanuele ii"
5168,Hamleys,vivocity
5169,Prada,"nanjing deji plaza"
5170,"LEGO Store","oasis mall"
5171,Gap,"marina bay sands shopping mall"
5172,Adidas,"plaza satÃƒÂ©lite"
5173,Sephora,"westfield london"
5174,"Shop the World","galleria mall"
5175,"Forever 21","pavilion kuala lumpur"
5176,H&M,"centro santa fe"
5177,"Disney Store",kanyon
5178,Prada,takashimaya
5179,H&M,"pavilion kuala lumpur"
5180,Zara,"faisalabad mall"
5181,Gap,"king abdulaziz center"
5182,"Foot Locker","mall of the emirates"
5183,Zara,"robinsons galleria"
5184,MAC,kanyon
5185,"The Body Shop","chadstone shopping centre"
5186,MAC,"aventura mall"
5187,Starbucks,takashimaya
5188,"Pizza Hut","the outlets at orange"
5189,Starbucks,"nanjing deji plaza"
5190,Carrefour,vivocity
5191,Mcdonald's,"central embassy"
5192,"The Body Shop",takashimaya
5193,Kinokuniya,"dubai mall"
5194,Zara,"galleria mall"
5195,"The Body Shop",takashimaya
5196,"Forever 21","chadstone shopping centre"
5197,Puma,"central embassy"
5198,"Sony Store","mitsui outlet park"
5199,Zara,"forum istanbul"
5200,Adidas,"central embassy"
5201,Zara,"pavilion kuala lumpur"
5202,"Sony Store","mall of america"
5203,Zara,"centro santa fe"
5204,"New Balance","central embassy"
5205,"Forever 21","kuala lumpur city centre (klcc)"
5206,"Forever 21","faisalabad mall"
5207,"Foot Locker","lujiazui shopping mall"
5208,"Taco Bell","faisalabad mall"
5209,"World Market","westfield world trade center"
5210,"Toys R Us","galleria mall"
5211,MAC,"lujiazui shopping mall"
5212,Mcdonald's,"chadstone shopping centre"
5213,"Pizza Hut","fifth avenue"
5214,Gap,"zorlu center"
5215,Mcdonald's,"istanbul cevahir avm"
5216,"Forever 21","korsh mall"
5217,Starbucks,"dubai mall"
5218,"Forever 21","moscow mall"
5219,Starbucks,"fifth avenue"
5220,"Ulta Beauty","south coast plaza"
5221,"The Souvenir Shop","pavilion kuala lumpur"
5222,Zara,"forum istanbul"
5223,"Forever 21","lotte world mall"
5224,Books-A-Million,"robinsons galleria"
5225,Gap,"the mall at millenia"
5226,Gap,"the grove"
5227,"The Body Shop","dubai mall"
5228,Prada,"centro santa fe"
5229,"Forever 21","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
5230,"Forever 21","fifth avenue"
5231,Puma,takashimaya
5232,Sephora,"pavilion kuala lumpur"
5233,Zara,"la rinascente"
5234,Sephora,"galeries lafayette"
5235,"The Body Shop","king abdulaziz center"
5236,H&M,"faisalabad mall"
5237,Puma,"mitsui outlet park"
5238,"New Balance","sm mall of asia"
5239,Gap,"chadstone shopping centre"
5240,"The Body Shop","south coast plaza"
5241,"Foot Locker",kanyon
5242,Sephora,"beverly center"
5243,Sephora,"la rinascente"
5244,Mcdonald's,"mitsui outlet park"
5245,Waterstones,"mall of america"
5246,Gap,"centro coyoacÃƒÂ¡n"
5247,"Barnes & Noble","moscow mall"
5248,Mcdonald's,"dubai mall"
5249,Starbucks,"la rinascente"
5250,MAC,"moscow mall"
5251,Sephora,"king abdulaziz center"
5252,Sephora,"the dubai mall"
5253,H&M,"robinsons place manila"
5254,"Hard Rock Cafe","sm mall of asia"
5255,"LEGO Store",takashimaya
5256,"Hard Rock Cafe","mall of america"
5257,Mcdonald's,"oasis mall"
5258,Mcdonald's,"galleria mall"
5259,Hamleys,"robinsons place manila"
5260,"Pizza Hut","tokyo midtown"
5261,"Toys R Us","pavilion kuala lumpur"
5262,Prada,"robinsons place manila"
5263,"Sony Store","pavilion kuala lumpur"
5264,H&M,"oasis mall"
5265,"Foot Locker","king of prussia mall"
5266,H&M,"centro santa fe"
5267,Gap,"forum istanbul"
5268,Gap,"the shops at columbus circle"
5269,"Microsoft Store","westfield london"
5270,"New Balance","the mall at millenia"
5271,Kinokuniya,"westfield london"
5272,Starbucks,"oasis mall"
5273,"Forever 21","the grove"
5274,"Hard Rock Cafe","westfield parramatta"
5275,MAC,"kuala lumpur city centre (klcc)"
5276,"Foot Locker","galeries lafayette"
5277,"Forever 21","zorlu center"
5278,Starbucks,"robinsons place manila"
5279,"Disney Store","la rinascente"
5280,H&M,"robinsons galleria"
5281,"The Body Shop","siam paragon"
5282,"Sony Store","dubai mall"
5283,Carrefour,"the shops at columbus circle"
5284,Starbucks,"robinsons place manila"
5285,"Shop the World","mall of the emirates"
5286,"Toys R Us","the shops at columbus circle"
5287,"Shop the World","lotte world mall"
5288,Puma,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
5289,Nike,"mall of america"
5290,"World Market","central world"
5291,H&M,"mitsui outlet park"
5292,"The Body Shop","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
5293,Nike,"chadstone shopping centre"
5294,H&M,"westfield london"
5295,Zara,"south coast plaza"
5296,Puma,"moscow mall"
5297,Puma,"central embassy"
5298,Carrefour,"forum istanbul"
5299,"The Souvenir Shop","siam paragon"
5300,Zara,"aventura mall"
5301,"Pizza Hut","korsh mall"
5302,Kinokuniya,"westfield parramatta"
5303,Adidas,"the mall at millenia"
5304,H&M,vivocity
5305,Nike,"king abdulaziz center"
5306,Adidas,"tokyo midtown"
5307,Prada,"tokyo midtown"
5308,Prada,"centro coyoacÃƒÂ¡n"
5309,H&M,"kuala lumpur city centre (klcc)"
5310,Prada,"mall of america"
5311,"Forever 21","tokyo midtown"
5312,"Foot Locker","chadstone shopping centre"
5313,Puma,"faisalabad mall"
5314,Gap,"central world"
5315,Sephora,"the outlets at orange"
5316,"Forever 21","mitsui outlet park"
5317,H&M,"chadstone shopping centre"
5318,Zara,"westfield world trade center"
5319,Adidas,"galleria vittorio emanuele ii"
5320,"Forever 21","plaza satÃƒÂ©lite"
5321,MAC,kanyon
5322,"Apple Store","sm mall of asia"
5323,"Disney Store","korsh mall"
5324,"Toys R Us","pavilion kuala lumpur"
5325,"Toys R Us","pavilion kuala lumpur"
5326,Starbucks,takashimaya
5327,"Ulta Beauty","moscow mall"
5328,"Ulta Beauty","la rinascente"
5329,Hamleys,"galleria mall"
5330,"World Market","chadstone shopping centre"
5331,"Forever 21","istanbul cevahir avm"
5332,Puma,"istanbul cevahir avm"
5333,Starbucks,"la rinascente"
5334,"The Souvenir Shop","nanjing deji plaza"
5335,"Disney Store","dubai mall"
5336,Hamleys,"korsh mall"
5337,Puma,"the shops at columbus circle"
5338,"Sony Store","tokyo midtown"
5339,"Ulta Beauty","the grove"
5340,"New Balance","dubai mall"
5341,"Sony Store","the mall at millenia"
5342,Prada,"galleria vittorio emanuele ii"
5343,"Forever 21","prada store tokyo"
5344,Prada,"moscow mall"
5345,"Apple Store","zorlu center"
5346,H&M,"korsh mall"
5347,Gap,"tokyo midtown"
5348,"Forever 21","robinsons place manila"
5349,"New Balance","siam paragon"
5350,Sephora,"kuala lumpur city centre (klcc)"
5351,"LEGO Store","fifth avenue"
5352,"Disney Store","the shops at columbus circle"
5353,"Ulta Beauty","king abdulaziz center"
5354,"Pizza Hut","kuala lumpur city centre (klcc)"
5355,"LEGO Store","beverly center"
5356,Kinokuniya,"lujiazui shopping mall"
5357,Carrefour,"galleria mall"
5358,H&M,"king abdulaziz center"
5359,Prada,"westfield world trade center"
5360,Zara,"mall of america"
5361,Gap,"westfield london"
5362,"Forever 21","galleria vittorio emanuele ii"
5363,"Toys R Us","zorlu center"
5364,"Best Buy","south coast plaza"
5365,H&M,"king of prussia mall"
5366,"New Balance","westfield parramatta"
5367,"Forever 21","sm mall of asia"
5368,"Forever 21","the grove"
5369,Gap,"tokyo midtown"
5370,Hamleys,"lujiazui shopping mall"
5371,"Disney Store","westfield london"
5372,Mcdonald's,"forum istanbul"
5373,"Pizza Hut","the grove"
5374,"The Body Shop","mall of america"
5375,Starbucks,"faisalabad mall"
5376,Starbucks,"mitsui outlet park"
5377,MAC,vivocity
5378,"Hard Rock Cafe","the mall at millenia"
5379,Books-A-Million,"beverly center"
5380,"Ulta Beauty","beverly center"
5381,"Barnes & Noble","robinsons galleria"
5382,"The Souvenir Shop","forum istanbul"
5383,"Taco Bell","the dubai mall"
5384,"LEGO Store","fifth avenue"
5385,"The Body Shop","faisalabad mall"
5386,Mcdonald's,"zorlu center"
5387,H&M,kanyon
5388,Prada,"mitsui outlet park"
5389,Zara,"fifth avenue"
5390,MAC,"nanjing deji plaza"
5391,Zara,"mall of america"
5392,"Foot Locker","king abdulaziz center"
5393,Prada,"centro santa fe"
5394,Puma,"prada store tokyo"
5395,Prada,"the dubai mall"
5396,"Best Buy","forum istanbul"
5397,"The Body Shop","moscow mall"
5398,Gap,"pavilion kuala lumpur"
5399,Hamleys,"lotte world mall"
5400,Zara,"mall of america"
5401,Zara,"istanbul cevahir avm"
5402,Gap,"galeries lafayette"
5403,Gap,"lotte world mall"
5404,MAC,"plaza satÃƒÂ©lite"
5405,Zara,"robinsons place manila"
5406,Prada,"korsh mall"
5407,Gap,"mall of the emirates"
5408,Zara,"beverly center"
5409,"Best Buy","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
5410,"Microsoft Store",takashimaya
5411,"Foot Locker","mall of the emirates"
5412,Prada,"kuala lumpur city centre (klcc)"
5413,Sephora,"king of prussia mall"
5414,"Foot Locker","istanbul cevahir avm"
5415,Mcdonald's,"korsh mall"
5416,Mcdonald's,"westfield london"
5417,"Pizza Hut","la rinascente"
5418,"Disney Store","siam paragon"
5419,Gap,"zorlu center"
5420,Hamleys,"chadstone shopping centre"
5421,Mcdonald's,"lujiazui shopping mall"
5422,Gap,"kuala lumpur city centre (klcc)"
5423,Mcdonald's,"robinsons galleria"
5424,Starbucks,"istanbul cevahir avm"
5425,"World Market","galleria mall"
5426,Mcdonald's,"the outlets at orange"
5427,Mcdonald's,"fifth avenue"
5428,"Taco Bell","robinsons galleria"
5429,"World Market",takashimaya
5430,Carrefour,"dubai mall"
5431,Mcdonald's,"istanbul cevahir avm"
5432,Starbucks,"sm seaside city cebu"
5433,Mcdonald's,"south coast plaza"
5434,"World Market","zorlu center"
5435,"Hard Rock Cafe","sm seaside city cebu"
5436,Gap,"chadstone shopping centre"
5437,Sephora,kanyon
5438,"The Body Shop","centro coyoacÃƒÂ¡n"
5439,"New Balance","galleria vittorio emanuele ii"
5440,"Pizza Hut","marina bay sands shopping mall"
5441,"Taco Bell","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
5442,Sephora,"robinsons place manila"
5443,Starbucks,"lujiazui shopping mall"
5444,Books-A-Million,vivocity
5445,Carrefour,"galeries lafayette"
5446,"Pizza Hut","robinsons galleria"
5447,"The Body Shop","oasis mall"
5448,Nike,"kuala lumpur city centre (klcc)"
5449,"Forever 21","nanjing deji plaza"
5450,"New Balance","lujiazui shopping mall"
5451,H&M,"siam paragon"
5452,"LEGO Store","dubai mall"
5453,H&M,vivocity
5454,Sephora,"dubai mall"
5455,"Foot Locker","galleria vittorio emanuele ii"
5456,Zara,"galleria mall"
5457,Gap,"prada store tokyo"
5458,Prada,"dubai mall"
5459,Prada,"nanjing deji plaza"
5460,"New Balance","dubai mall"
5461,"Ulta Beauty","fifth avenue"
5462,Books-A-Million,"centro coyoacÃƒÂ¡n"
5463,"Toys R Us","la rinascente"
5464,"The Body Shop","galleria vittorio emanuele ii"
5465,"Disney Store","pavilion kuala lumpur"
5466,Carrefour,"nanjing deji plaza"
5467,Carrefour,"central world"
5468,Books-A-Million,"marina bay sands shopping mall"
5469,"Ulta Beauty",kanyon
5470,Carrefour,"dubai mall"
5471,Sephora,"tokyo midtown"
5472,Zara,"plaza satÃƒÂ©lite"
5473,MAC,"korsh mall"
5474,Samsung,"kuala lumpur city centre (klcc)"
5475,"Foot Locker","marina bay sands shopping mall"
5476,"Forever 21","the grove"
5477,"The Body Shop","galleria mall"
5478,Hamleys,"faisalabad mall"
5479,MAC,"central world"
5480,H&M,"mitsui outlet park"
5481,Prada,"lotte world mall"
5482,Prada,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
5483,"The Body Shop","the mall at millenia"
5484,Zara,"westfield world trade center"
5485,Zara,"central world"
5486,Zara,"robinsons galleria"
5487,Zara,"oasis mall"
5488,H&M,"robinsons galleria"
5489,"Apple Store","kuala lumpur city centre (klcc)"
5490,Prada,"centro santa fe"
5491,H&M,"galleria mall"
5492,Nike,"the grove"
5493,Zara,"zorlu center"
5494,Sephora,"plaza satÃƒÂ©lite"
5495,"The Body Shop","tokyo midtown"
5496,"Taco Bell","central embassy"
5497,"The Body Shop","faisalabad mall"
5498,"LEGO Store","beverly center"
5499,Sephora,"lotte world mall"
5500,Sephora,"mall of america"
5501,Starbucks,"south coast plaza"
5502,Sephora,"dubai mall"
5503,Carrefour,"korsh mall"
5504,Sephora,"siam paragon"
5505,Prada,"westfield parramatta"
5506,"Foot Locker",vivocity
5507,Gap,kanyon
5508,Zara,"oasis mall"
5509,"The Body Shop","lujiazui shopping mall"
5510,Kinokuniya,"chadstone shopping centre"
5511,"Pizza Hut","sm seaside city cebu"
5512,Hamleys,"mall of the emirates"
5513,Prada,"nanjing deji plaza"
5514,Carrefour,"westfield london"
5515,"Disney Store","dubai mall"
5516,"Barnes & Noble","king of prussia mall"
5517,H&M,"tokyo midtown"
5518,"The Body Shop","aventura mall"
5519,Prada,kanyon
5520,Samsung,"korsh mall"
5521,Adidas,"siam paragon"
5522,"Apple Store","central embassy"
5523,Prada,"kuala lumpur city centre (klcc)"
5524,Puma,"westfield london"
5525,Zara,"westfield parramatta"
5526,"Foot Locker","westfield parramatta"
5527,"Forever 21",kanyon
5528,Gap,kanyon
5529,"Forever 21","king abdulaziz center"
5530,"Forever 21","oasis mall"
5531,Prada,"south coast plaza"
5532,H&M,"westfield world trade center"
5533,"Forever 21","nanjing deji plaza"
5534,"Sony Store","mall of america"
5535,Zara,"fifth avenue"
5536,H&M,"the shops at columbus circle"
5537,Mcdonald's,"dubai mall"
5538,"Taco Bell","mall of the emirates"
5539,Starbucks,"mall of america"
5540,Adidas,"plaza satÃƒÂ©lite"
5541,"Taco Bell","the shops at columbus circle"
5542,"Disney Store","pavilion kuala lumpur"
5543,"Taco Bell","the shops at columbus circle"
5544,"Toys R Us","mitsui outlet park"
5545,Kinokuniya,"the shops at columbus circle"
5546,"Foot Locker","lotte world mall"
5547,Starbucks,"mitsui outlet park"
5548,Sephora,"plaza satÃƒÂ©lite"
5549,Mcdonald's,"the dubai mall"
5550,Sephora,"nanjing deji plaza"
5551,Adidas,"mall of america"
5552,"Toys R Us","moscow mall"
5553,H&M,"tokyo midtown"
5554,Hamleys,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
5555,Sephora,"aventura mall"
5556,"Toys R Us","mall of america"
5557,"New Balance",vivocity
5558,Sephora,"plaza satÃƒÂ©lite"
5559,Prada,"istanbul cevahir avm"
5560,Zara,"beverly center"
5561,Adidas,"the shops at columbus circle"
5562,Adidas,"mall of america"
5563,Gap,"the mall at millenia"
5564,H&M,"kuala lumpur city centre (klcc)"
5565,H&M,"fifth avenue"
5566,Zara,"nanjing deji plaza"
5567,Prada,"king of prussia mall"
5568,Starbucks,"galleria vittorio emanuele ii"
5569,"Taco Bell","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
5570,"Barnes & Noble","the mall at millenia"
5571,Carrefour,kanyon
5572,Hamleys,"dubai mall"
5573,Gap,"fifth avenue"
5574,"Hard Rock Cafe",vivocity
5575,Carrefour,"nanjing deji plaza"
5576,"Barnes & Noble","la rinascente"
5577,Gap,"centro santa fe"
5578,"Disney Store",vivocity
5579,MAC,"king of prussia mall"
5580,"Taco Bell","siam paragon"
5581,H&M,"la rinascente"
5582,"Taco Bell","beverly center"
5583,"Pizza Hut","moscow mall"
5584,H&M,"mall of america"
5585,"Ulta Beauty","galleria vittorio emanuele ii"
5586,Prada,"korsh mall"
5587,Gap,"korsh mall"
5588,H&M,"kuala lumpur city centre (klcc)"
5589,Zara,"faisalabad mall"
5590,Adidas,"centro coyoacÃƒÂ¡n"
5591,Puma,"moscow mall"
5592,Hamleys,"nanjing deji plaza"
5593,Sephora,"king of prussia mall"
5594,Adidas,"galleria mall"
5595,"Forever 21","sm mall of asia"
5596,Nike,"moscow mall"
5597,"Forever 21","south coast plaza"
5598,Gap,"south coast plaza"
5599,Nike,"westfield parramatta"
5600,"Barnes & Noble","galleria mall"
5601,Carrefour,"central embassy"
5602,"LEGO Store",takashimaya
5603,"Hard Rock Cafe","pavilion kuala lumpur"
5604,Sephora,"mall of america"
5605,"Shop the World","sm mall of asia"
5606,"Ulta Beauty",vivocity
5607,Waterstones,"forum istanbul"
5608,Hamleys,"central embassy"
5609,"LEGO Store","forum istanbul"
5610,"LEGO Store","lotte world mall"
5611,Sephora,"the shops at columbus circle"
5612,"Forever 21","mall of america"
5613,Adidas,"faisalabad mall"
5614,Gap,"south coast plaza"
5615,"Ulta Beauty","centro santa fe"
5616,Puma,"mitsui outlet park"
5617,Prada,"moscow mall"
5618,Gap,"beverly center"
5619,Gap,"korsh mall"
5620,"Forever 21",kanyon
5621,"Forever 21","korsh mall"
5622,"Apple Store",kanyon
5623,"Sony Store","the outlets at orange"
5624,"Forever 21","robinsons galleria"
5625,Puma,kanyon
5626,Zara,"robinsons place manila"
5627,Zara,"the mall at millenia"
5628,"Foot Locker","robinsons galleria"
5629,"Forever 21","beverly center"
5630,Starbucks,"oasis mall"
5631,"Pizza Hut","dubai mall"
5632,"Ulta Beauty","robinsons galleria"
5633,Mcdonald's,"moscow mall"
5634,"Ulta Beauty","dubai mall"
5635,Samsung,"central embassy"
5636,Prada,"the shops at columbus circle"
5637,Starbucks,"mitsui outlet park"
5638,Adidas,"sm mall of asia"
5639,"Toys R Us","aventura mall"
5640,"Barnes & Noble","the outlets at orange"
5641,Sephora,"dubai mall"
5642,"The Souvenir Shop","galeries lafayette"
5643,"Ulta Beauty","fifth avenue"
5644,Prada,"westfield world trade center"
5645,Gap,"marina bay sands shopping mall"
5646,Starbucks,"siam paragon"
5647,Zara,"galleria vittorio emanuele ii"
5648,"Forever 21","kuala lumpur city centre (klcc)"
5649,"Forever 21",kanyon
5650,Gap,kanyon
5651,H&M,"mall of america"
5652,Gap,"forum istanbul"
5653,"New Balance","nanjing deji plaza"
5654,Prada,takashimaya
5655,"Forever 21","prada store tokyo"
5656,Prada,"westfield world trade center"
5657,"Apple Store","oasis mall"
5658,Prada,"kuala lumpur city centre (klcc)"
5659,"The Body Shop","moscow mall"
5660,MAC,"the mall at millenia"
5661,Mcdonald's,"centro coyoacÃƒÂ¡n"
5662,"Taco Bell","moscow mall"
5663,"The Body Shop","lujiazui shopping mall"
5664,MAC,"westfield london"
5665,Books-A-Million,"beverly center"
5666,Zara,"nanjing deji plaza"
5667,MAC,"faisalabad mall"
5668,"Best Buy","dubai mall"
5669,"Apple Store","forum istanbul"
5670,Sephora,"central world"
5671,"The Body Shop","sm mall of asia"
5672,Gap,"plaza satÃƒÂ©lite"
5673,H&M,"moscow mall"
5674,Gap,"marina bay sands shopping mall"
5675,"Forever 21","robinsons place manila"
5676,"Ulta Beauty","king of prussia mall"
5677,"Apple Store","dubai mall"
5678,Zara,"forum istanbul"
5679,"Forever 21","aventura mall"
5680,"Ulta Beauty","prada store tokyo"
5681,Prada,"king of prussia mall"
5682,Waterstones,"plaza satÃƒÂ©lite"
5683,H&M,"zorlu center"
5684,"Hard Rock Cafe","la rinascente"
5685,Starbucks,"centro coyoacÃƒÂ¡n"
5686,"Ulta Beauty","lujiazui shopping mall"
5687,Starbucks,"tokyo midtown"
5688,"Ulta Beauty",takashimaya
5689,"Hard Rock Cafe","mall of the emirates"
5690,"Pizza Hut","moscow mall"
5691,Kinokuniya,"kuala lumpur city centre (klcc)"
5692,"Toys R Us","mall of america"
5693,"Pizza Hut","westfield world trade center"
5694,"Ulta Beauty","fifth avenue"
5695,H&M,"pavilion kuala lumpur"
5696,Kinokuniya,"westfield london"
5697,"Pizza Hut","sm mall of asia"
5698,"Apple Store","galeries lafayette"
5699,Prada,"chadstone shopping centre"
5700,Gap,"marina bay sands shopping mall"
5701,"Foot Locker","zorlu center"
5702,Adidas,"westfield parramatta"
5703,Gap,"galeries lafayette"
5704,Prada,"centro coyoacÃƒÂ¡n"
5705,Zara,"westfield london"
5706,H&M,"the outlets at orange"
5707,Prada,"beverly center"
5708,Nike,"sm seaside city cebu"
5709,H&M,"tokyo midtown"
5710,"Taco Bell","nanjing deji plaza"
5711,Carrefour,"pavilion kuala lumpur"
5712,Carrefour,"westfield london"
5713,H&M,"tokyo midtown"
5714,Carrefour,"galeries lafayette"
5715,"The Souvenir Shop","westfield london"
5716,"Taco Bell","siam paragon"
5717,"Ulta Beauty","istanbul cevahir avm"
5718,"Taco Bell","pavilion kuala lumpur"
5719,Waterstones,kanyon
5720,Carrefour,"the mall at millenia"
5721,"Toys R Us","pavilion kuala lumpur"
5722,Starbucks,kanyon
5723,Mcdonald's,"central world"
5724,"Disney Store","oasis mall"
5725,Starbucks,kanyon
5726,"Shop the World","the grove"
5727,"LEGO Store","kuala lumpur city centre (klcc)"
5728,"Hard Rock Cafe","oasis mall"
5729,Gap,"nanjing deji plaza"
5730,Puma,"sm mall of asia"
5731,"LEGO Store","westfield parramatta"
5732,"Disney Store","moscow mall"
5733,MAC,"mall of the emirates"
5734,Puma,"westfield parramatta"
5735,Prada,"siam paragon"
5736,Gap,"sm mall of asia"
5737,"New Balance","plaza satÃƒÂ©lite"
5738,"New Balance","centro coyoacÃƒÂ¡n"
5739,"Ulta Beauty","south coast plaza"
5740,Gap,"central world"
5741,MAC,"robinsons galleria"
5742,"Forever 21","chadstone shopping centre"
5743,"The Souvenir Shop","the dubai mall"
5744,Mcdonald's,"king abdulaziz center"
5745,"Toys R Us","central world"
5746,"Forever 21","beverly center"
5747,"Ulta Beauty","prada store tokyo"
5748,"Pizza Hut","the outlets at orange"
5749,"Hard Rock Cafe","mitsui outlet park"
5750,"LEGO Store","robinsons place manila"
5751,"Pizza Hut","tokyo midtown"
5752,Zara,"galleria vittorio emanuele ii"
5753,"Shop the World","sm seaside city cebu"
5754,MAC,"dubai mall"
5755,MAC,"marina bay sands shopping mall"
5756,Books-A-Million,"south coast plaza"
5757,"Pizza Hut","the outlets at orange"
5758,"Disney Store","moscow mall"
5759,"Ulta Beauty","nanjing deji plaza"
5760,Sephora,"faisalabad mall"
5761,Sephora,"centro santa fe"
5762,"Forever 21","the grove"
5763,"Ulta Beauty","westfield parramatta"
5764,"The Body Shop","south coast plaza"
5765,Gap,"robinsons galleria"
5766,MAC,"the shops at columbus circle"
5767,"Sony Store","the dubai mall"
5768,H&M,"westfield parramatta"
5769,"Barnes & Noble","centro santa fe"
5770,"Forever 21","central embassy"
5771,Nike,"central world"
5772,"Forever 21","istanbul cevahir avm"
5773,Gap,"mall of the emirates"
5774,"World Market","mall of america"
5775,"The Body Shop","mall of america"
5776,Zara,"the grove"
5777,"Ulta Beauty","the outlets at orange"
5778,"Disney Store","the shops at columbus circle"
5779,Prada,"siam paragon"
5780,H&M,"mall of the emirates"
5781,"Forever 21","plaza satÃƒÂ©lite"
5782,Nike,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
5783,"Forever 21","forum istanbul"
5784,H&M,"kuala lumpur city centre (klcc)"
5785,Puma,"westfield parramatta"
5786,"Pizza Hut","king of prussia mall"
5787,MAC,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
5788,"Toys R Us","aventura mall"
5789,"Hard Rock Cafe","dubai mall"
5790,Sephora,"oasis mall"
5791,Kinokuniya,"the dubai mall"
5792,"Barnes & Noble","king of prussia mall"
5793,Books-A-Million,takashimaya
5794,Mcdonald's,"istanbul cevahir avm"
5795,Mcdonald's,"westfield london"
5796,Sephora,"marina bay sands shopping mall"
5797,"Best Buy","sm mall of asia"
5798,"The Souvenir Shop","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
